項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
227,27665,46：鹿児島県,向栫城跡,日置市東市来町伊作田字上栫･中栫･下栫,11号炉試料名(番号):7,炭化物,T,h,室町時代後半?江戸時代初頭,----,FG,IAAA-62926,AMS法,380,30,384,31,-26.19,0.77,----,加速器分析研究所,加速器分析研究所,2008,＜放射性炭素年代測定結果　その3＞放射性炭素年代測定結果報告書(AMS測定)向栫城跡,316-320,----,鹿児島県立埋蔵文化財センター発掘調査報告書(129)向栫城跡,鹿児島県立埋蔵文化財センター
228,27656,46：鹿児島県,向栫城跡,日置市東市来町伊作田字上栫･中栫･下栫,Ⅳ層試料名(番号):3,炭化材,T,f,室町時代前半,----,F,IAAA-62919,AMS法,450,30,445,33,-26.73,0.69,----,加速器分析研究所,加速器分析研究所,2008,＜放射性炭素年代測定結果　その1＞放射性炭素年代測定結果報告書(AMS測定)向栫城跡,308-311,----,鹿児島県立埋蔵文化財センター発掘調査報告書(129)向栫城跡,鹿児島県立埋蔵文化財センター
229,27594,46：鹿児島県,和早地遺跡,大島郡喜界町荒木和早地,中世遺構1試料名(番号):5,炭化種子(オオムギ),T,g,室町時代前半,----,F,IAAA-70441,AMS法,470,30,469,31,-26.43,0.41,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定,76-78,----,鹿児島県立埋蔵文化財センター発掘調査報告書(119)荒木貝塚･和早地遺跡,鹿児島県立埋蔵文化財センター
230,27596,46：鹿児島県,和早地遺跡,大島郡喜界町荒木和早地,中世遺構3試料名(番号):7,炭化種子(オオムギ),T,g,室町時代前半,----,F,IAAA-70443,AMS法,460,30,464,30,-23.49,0.36,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定,76-78,----,鹿児島県立埋蔵文化財センター発掘調査報告書(119)荒木貝塚･和早地遺跡,鹿児島県立埋蔵文化財センター
231,27595,46：鹿児島県,和早地遺跡,大島郡喜界町荒木和早地,中世遺構2試料名(番号):6,炭化種子(オオムギ),T,g,室町時代前半,----,F,IAAA-70442,AMS法,420,30,419,28,-21.75,0.57,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定,76-78,----,鹿児島県立埋蔵文化財センター発掘調査報告書(119)荒木貝塚･和早地遺跡,鹿児島県立埋蔵文化財センター
232,27593,46：鹿児島県,和早地遺跡,大島郡喜界町荒木和早地,SK3(掘建柱建物跡3号P4)試料名(番号):4,種実片(ムギ類),T,g,室町時代前半,----,F,IAAA-70440,AMS法,510,30,513,31,-26.97,0.44,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定,76-78,----,鹿児島県立埋蔵文化財センター発掘調査報告書(119)荒木貝塚･和早地遺跡,鹿児島県立埋蔵文化財センター
233,28152,46：鹿児島県,地頭仮屋跡,鹿児島市郡山字松尾6517,H-6区　Ⅱc層,炭化物,T,h,中世,----,F,Beta-189370,AMS法,530,40,----,----,----,----,-27.4,古環境研究所,Beta Analytic Inc.,2006,地頭仮屋跡出土炭化物の放射性炭素年代測定結果,132-133,----,鹿児島市埋蔵文化財発掘調査報告書(50)　地頭仮屋跡,鹿児島市教育委員会
234,28151,46：鹿児島県,地頭仮屋跡,鹿児島市郡山字松尾6517,建物1,炭化物,T,h,中世,----,F,Beta-189369,AMS法,210,30,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2006,地頭仮屋跡出土炭化物の放射性炭素年代測定結果,132-133,----,鹿児島市埋蔵文化財発掘調査報告書(50)　地頭仮屋跡,鹿児島市教育委員会
235,28150,46：鹿児島県,地頭仮屋跡,鹿児島市郡山字松尾6517,竃遺構1,炭化物,T,h,中世,----,F,Beta-189368,AMS法,340,40,----,----,----,----,-26.5,古環境研究所,Beta Analytic Inc.,2006,地頭仮屋跡出土炭化物の放射性炭素年代測定結果,132-133,----,鹿児島市埋蔵文化財発掘調査報告書(50)　地頭仮屋跡,鹿児島市教育委員会
236,27221,46：鹿児島県,城ヶ崎遺跡,姶良市船津字城ヶ崎,第Ⅲ調査区 帯状硬化面,炭化物,T,h,古代?中世,----,EF,PED-17360,AMS法,1830,20,1830,22,-25.59,0.13,----,古環境研究所,古環境研究所,2012,自然科学分析,226-237,----,姶良市埋蔵文化財発掘調査報告書　第3集　城ヶ崎遺跡・外園遺跡　,姶良市教育委員会
237,28303,46：鹿児島県,堀之内遺跡,薩摩川内市青山町,試料番号:34溝状遺構4号　北端の焼土,炭化材(クスノキ),T,f,奈良時代,7世紀後半?8世紀後半,E,IAAA-120590,AMS法,1270,20,1271,23,-26.18,0.37,----,パリノ・サーヴェイ,加速器分析研究所,2014,堀之内遺跡の自然科学分析,163-166,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(2)　南九州西回り自動車道建設(川内隈之城道路)に伴う埋蔵文化財発掘調査報告書　堀之内遺跡,鹿児島県教育委員会
238,28302,46：鹿児島県,堀之内遺跡,薩摩川内市青山町,試料番号:12炉跡を伴う大型土坑,炭化材(クスノキ),T,f,奈良時代,7世紀後半?8世紀後半,E,IAAA-120589,AMS法,1280,20,1275,24,-30.06,0.42,----,パリノ・サーヴェイ,加速器分析研究所,2014,堀之内遺跡の自然科学分析,163-166,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(2)　南九州西回り自動車道建設(川内隈之城道路)に伴う埋蔵文化財発掘調査報告書　堀之内遺跡,鹿児島県教育委員会
239,27610,46：鹿児島県,堂園遺跡B地点,南九州市川辺町神殿,竪穴住居3号(KSH-3) 床面直上試料名(番号):2,柱材,T,d,弥生時代後期前葉,----,C,IAAA-62159,AMS法,1980,30,1975,33,-23.49,0.7,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定),193-195,----,鹿児島県立埋蔵文化財センター発掘調査報告書(123)堂園遺跡B地点･堂園遺跡A地点(追加調査),鹿児島県立埋蔵文化財センター
240,27611,46：鹿児島県,堂園遺跡B地点,南九州市川辺町神殿,竪穴住居7号　床面直上試料名(番号):1,炭化材,T,f,弥生時代中期後半,----,C,IAAA-62475,AMS法,2090,30,2089,33,-26.27,0.68,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定),193-195,----,鹿児島県立埋蔵文化財センター発掘調査報告書(123)堂園遺跡B地点･堂園遺跡A地点(追加調査),鹿児島県立埋蔵文化財センター
241,27613,46：鹿児島県,堂園遺跡B地点,南九州市川辺町神殿,竪穴住居7号　埋土2取上番号:5933試料名(番号):3,種実炭化物(ブナ科),T,g,弥生時代後期,----,C,IAAA-70531,AMS法,1920,30,1922,33,-23.46,0.43,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定),193-195,----,鹿児島県立埋蔵文化財センター発掘調査報告書(123)堂園遺跡B地点･堂園遺跡A地点(追加調査),鹿児島県立埋蔵文化財センター
242,27612,46：鹿児島県,堂園遺跡B地点,南九州市川辺町神殿,竪穴住居5号　埋土3取上番号:9495試料名(番号):2,種実炭化物(チャンチンモドキ),T,g,弥生時代後期,----,C,IAAA-70530,AMS法,1940,40,1940,35,-29.53,0.53,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定),193-195,----,鹿児島県立埋蔵文化財センター発掘調査報告書(123)堂園遺跡B地点･堂園遺跡A地点(追加調査),鹿児島県立埋蔵文化財センター
243,27609,46：鹿児島県,堂園遺跡B地点,南九州市川辺町神殿,竪穴住居23号(KSH-23)　床面直上試料名(番号):1,炭化材,T,f,弥生時代後期前葉,----,C,IAAA-62158,AMS法,1980,40,1978,34,-23.61,0.8,----,加速器分析研究所,加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定),193-195,----,鹿児島県立埋蔵文化財センター発掘調査報告書(123)堂園遺跡B地点･堂園遺跡A地点(追加調査),鹿児島県立埋蔵文化財センター
244,28261,46：鹿児島県,塘池上遺跡,川辺郡川辺町中山田字銅金ノ下,試料名:№1№316区,炭化材(タブノキ),T,f,弥生時代終末?古墳時代,----,CD,Beta-175705,AMS法,1880,40,----,----,----,----,-24.5,古環境研究所,Beta Analytic Inc.,2007,自然科学分析調査報告書,75-88,----,川辺町埋蔵文化財発掘調査報告書(12)　九玉遺跡･塘池上遺跡,川辺町教育委員会
245,28167,46：鹿児島県,墓下遺跡,鹿児島市吉野町3095番地,7143区　Ⅳa層　№4393,炭化材,T,f,古代,9世紀中葉,E,PED-19791,AMS法,1225,20,1225,20,-25.2,0.15,----,古環境研究所,古環境研究所,2013,平成22年度調査採取試料の自然科学分析,49-51,----,鹿児島市埋蔵文化財発掘調査報告書(68)　墓下遺跡,鹿児島市教育委員会
246,28168,46：鹿児島県,墓下遺跡,鹿児島市吉野町3095番地,7143区　Ⅳa層　№4400,炭化材,T,f,古代,9世紀中葉,E,PED-19792,AMS法,1260,20,1260,20,-25.77,0.15,----,古環境研究所,古環境研究所,2013,平成22年度調査採取試料の自然科学分析,49-51,----,鹿児島市埋蔵文化財発掘調査報告書(68)　墓下遺跡,鹿児島市教育委員会
247,28166,46：鹿児島県,墓下遺跡,鹿児島市吉野町3095番地,7144区　土坑7埋土　C11,炭化材(シイ属),T,f,古代,9世紀中葉,E,PED-19790,AMS法,1270,20,1270,20,-26.36,0.14,----,古環境研究所,古環境研究所,2013,平成22年度調査採取試料の自然科学分析,49-51,----,鹿児島市埋蔵文化財発掘調査報告書(68)　墓下遺跡,鹿児島市教育委員会
248,28165,46：鹿児島県,墓下遺跡,鹿児島市吉野町3095番地,7144区　土坑7埋土　C8,炭化材(シイ属),T,f,古代,9世紀中葉,E,PED-19789,AMS法,1305,20,1304,20,-26.74,0.15,----,古環境研究所,古環境研究所,2013,平成22年度調査採取試料の自然科学分析,49-51,----,鹿児島市埋蔵文化財発掘調査報告書(68)　墓下遺跡,鹿児島市教育委員会
249,27223,46：鹿児島県,外園遺跡,姶良市船津字外園,第Ⅲ調査区 土師器焼成土坑SY1床面直上,炭化材,T,f,古代?中世,----,EF,PED-17362,AMS法,1250,20,1249,20,-25.15,0.14,----,古環境研究所,古環境研究所,2012,自然科学分析,226-237,----,姶良市埋蔵文化財発掘調査報告書　第3集　城ヶ崎遺跡・外園遺跡,姶良市教育委員会
250,27227,46：鹿児島県,外園遺跡,姶良市船津字外園,第Ⅶ調査区 竪穴状遺構SI1,炭化物,T,h,古代?中世,----,EF,PED-19401,AMS法,1290,20,1291,18,-28.61,0.14,----,古環境研究所,古環境研究所,2012,自然科学分析,226-237,----,姶良市埋蔵文化財発掘調査報告書　第3集　城ヶ崎遺跡・外園遺跡,姶良市教育委員会
251,27226,46：鹿児島県,外園遺跡,姶良市船津字外園,第Ⅶ調査区 炉状遺構SL 1,炭化物,T,h,古代?中世,----,EF,PED-17361,AMS法,1250,20,1251,22,-26.1,0.12,----,古環境研究所,古環境研究所,2012,自然科学分析,226-237,----,姶良市埋蔵文化財発掘調査報告書　第3集　城ヶ崎遺跡・外園遺跡,姶良市教育委員会
252,27225,46：鹿児島県,外園遺跡,姶良市船津字外園,第Ⅲ調査区 炉状遺構SL1焼土面直上,炭化材,T,f,古代?中世,----,EF,PED-17563,AMS法,1080,15,1080,15,-26.19,0.11,----,古環境研究所,古環境研究所,2012,自然科学分析,226-237,----,姶良市埋蔵文化財発掘調査報告書　第3集　城ヶ崎遺跡・外園遺跡,姶良市教育委員会
253,27224,46：鹿児島県,外園遺跡,姶良市船津字外園,第Ⅲ調査区 土師器焼成土坑SY1床面直上,炭化材,T,f,古代?中世,----,EF,PED-19400,AMS法,1210,20,1209,18,-26.51,0.13,----,古環境研究所,古環境研究所,2012,自然科学分析,226-237,----,姶良市埋蔵文化財発掘調査報告書　第3集　城ヶ崎遺跡・外園遺跡,姶良市教育委員会
254,27222,46：鹿児島県,外園遺跡,姶良市船津字外園,第Ⅱ調査区 土坑SK1610,炭化物,T,h,古代?中世,----,EF,PED-17562,AMS法,760,15,762,15,-26.18,0.12,----,古環境研究所,古環境研究所,2012,自然科学分析,226-237,----,姶良市埋蔵文化財発掘調査報告書　第3集　城ヶ崎遺跡・外園遺跡,姶良市教育委員会
255,28017,46：鹿児島県,外畠遺跡,出水市荘上,試料⑤SD38底面付近,炭化材,T,f,奈良時代?平安時代,----,E,IAAA-110377,AMS法,1140,20,1140,24,-22.29,0.65,----,パリノ・サーヴェイ,加速器分析研究所,2012,外畠遺跡の放射性炭素年代測定,178-180,----,鹿児島県立埋蔵文化財センター発掘調査報告書(175)　外畠遺跡,鹿児島県立埋蔵文化財センター
256,28016,46：鹿児島県,外畠遺跡,出水市荘上,試料④SK44底面,炭化種子(コナラ属子葉),T,g,縄文時代後期,----,B,IAAA-110376,AMS法,3530,30,3527,27,-22.82,0.67,----,パリノ・サーヴェイ,加速器分析研究所,2012,外畠遺跡の放射性炭素年代測定,178-180,----,鹿児島県立埋蔵文化財センター発掘調査報告書(175)　外畠遺跡,鹿児島県立埋蔵文化財センター
257,28018,46：鹿児島県,外畠遺跡,出水市荘上,試料⑥SK72底面付近,炭化材,T,f,奈良時代?平安時代,----,E,IAAA-110378,AMS法,1230,30,1234,26,-29.91,0.71,----,パリノ・サーヴェイ,加速器分析研究所,2012,外畠遺跡の放射性炭素年代測定,178-180,----,鹿児島県立埋蔵文化財センター発掘調査報告書(175)　外畠遺跡,鹿児島県立埋蔵文化財センター
258,28021,46：鹿児島県,外畠遺跡,出水市荘上,試料3　SK68,炭化材(クリまたはシイ属),T,f,平安時代前半,----,E,IAAA-110850,AMS法,1170,20,1166,23,-27.38,0.48,----,パリノ・サーヴェイ,加速器分析研究所,2012,外畠遺跡の出土試料の自然科学分析(年代測定ほか),180-183,----,鹿児島県立埋蔵文化財センター発掘調査報告書(175)　外畠遺跡,鹿児島県立埋蔵文化財センター
259,28020,46：鹿児島県,外畠遺跡,出水市荘上,試料2　SK77,炭化材(クヌギ節),T,f,平安時代前半,----,E,IAAA-110849,AMS法,1160,20,1155,22,-26.96,0.47,----,パリノ・サーヴェイ,加速器分析研究所,2012,外畠遺跡の出土試料の自然科学分析(年代測定ほか),180-183,----,鹿児島県立埋蔵文化財センター発掘調査報告書(175)　外畠遺跡,鹿児島県立埋蔵文化財センター
260,28019,46：鹿児島県,外畠遺跡,出水市荘上,試料1　SI7,炭化材(広葉樹),T,f,中世前半,----,F,IAAA-110848,AMS法,820,20,818,22,-24.31,0.52,----,パリノ・サーヴェイ,加速器分析研究所,2012,外畠遺跡の出土試料の自然科学分析(年代測定ほか),180-183,----,鹿児島県立埋蔵文化財センター発掘調査報告書(175)　外畠遺跡,鹿児島県立埋蔵文化財センター
261,28022,46：鹿児島県,外畠遺跡,出水市荘上,試料4　SK72,炭化材(広葉樹),T,f,平安時代前半,----,E,IAAA-110851,AMS法,1170,20,1168,24,-25.24,0.63,----,パリノ・サーヴェイ,加速器分析研究所,2012,外畠遺跡の出土試料の自然科学分析(年代測定ほか),180-183,----,鹿児島県立埋蔵文化財センター発掘調査報告書(175)　外畠遺跡,鹿児島県立埋蔵文化財センター
262,28015,46：鹿児島県,外畠遺跡,出水市荘上,試料③SK20底面,炭化種子(コナラ属子葉),T,g,縄文時代後期,----,B,IAAA-110375,AMS法,3570,30,3565,28,-26.83,0.67,----,パリノ・サーヴェイ,加速器分析研究所,2012,外畠遺跡の放射性炭素年代測定,178-180,----,鹿児島県立埋蔵文化財センター発掘調査報告書(175)　外畠遺跡,鹿児島県立埋蔵文化財センター
263,28531,46：鹿児島県,大園A遺跡,日置市吹上町入来,№217号住居,炭化材,T,f,弥生時代?古墳時代,----,CD,PLD-3651,AMS法,1975,30,----,----,----,----,-25.7,伊藤茂･丹生越子･山形秀樹･小林紘一･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2005,放射性炭素年代測定,78-81,----,吹上町埋蔵文化財発掘調査報告書(16)　県営農地環境整備事業(入来地区)に伴う埋蔵文化財発掘調査報告書　地頭用遺跡･高柳A･B遺跡･五反田A･B遺跡･大園A遺跡,吹上町教育委員会
264,28530,46：鹿児島県,大園A遺跡,日置市吹上町入来,№119号住居,炭化材,T,f,弥生時代?古墳時代,----,CD,PLD-3650,AMS法,1990,30,----,----,----,----,-25.4,伊藤茂･丹生越子･山形秀樹･小林紘一･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2005,放射性炭素年代測定,78-81,----,吹上町埋蔵文化財発掘調査報告書(16)　県営農地環境整備事業(入来地区)に伴う埋蔵文化財発掘調査報告書　地頭用遺跡･高柳A･B遺跡･五反田A･B遺跡･大園A遺跡,吹上町教育委員会
265,27392,46：鹿児島県,大坪遺跡,出水市美原町,土坑(SFK82),炭化物,T,h,奈良時代?平安時代初頭,----,E,Beta-157162,AMS法,1170,40,----,----,----,----,-27.2,古環境研究所,Beta Analytic Inc.,2005,大坪遺跡における自然科学分析(平成12年度),537-542,----,鹿児島県立埋蔵文化財センター発掘調査報告書(79)　大坪遺跡,鹿児島県立埋蔵文化財センター
266,27393,46：鹿児島県,大坪遺跡,出水市美原町,住居(SH29)床面,炭化物,T,h,古代前半期,----,E,Beta-157163,AMS法,3050,40,----,----,----,----,-25.8,古環境研究所,Beta Analytic Inc.,2005,大坪遺跡における自然科学分析(平成12年度),537-542,----,鹿児島県立埋蔵文化財センター発掘調査報告書(79)　大坪遺跡,鹿児島県立埋蔵文化財センター
267,27391,46：鹿児島県,大坪遺跡,出水市美原町,土坑(SK45)床直上,炭化物,T,h,奈良時代,----,E,Beta-157161,β線法,1240,50,----,----,----,----,-26,古環境研究所,Beta Analytic Inc.,2005,大坪遺跡における自然科学分析(平成12年度),537-542,----,鹿児島県立埋蔵文化財センター発掘調査報告書(79)　大坪遺跡,鹿児島県立埋蔵文化財センター
268,27390,46：鹿児島県,大坪遺跡,出水市美原町,ドングリピット(SK71),炭化物,T,h,縄文時代晩期?古代,----,BCDE,Beta-164929,β線法,2800,60,----,----,----,----,-25.1,古環境研究所,Beta Analytic Inc.,2005,大坪遺跡における自然科学分析(平成12年度),537-542,----,鹿児島県立埋蔵文化財センター発掘調査報告書(79)　大坪遺跡,鹿児島県立埋蔵文化財センター
269,27431,46：鹿児島県,大門口遺跡,南さつま市金峰町大野字大門口,ピット内,炭化材(コナラ属アカガシ亜属),T,f,縄文時代晩期,----,B,Beta-118965,AMS法,2980,50,----,----,----,----,-27.9,不明,Beta Analytic Inc.,2006,鹿児島県農業センター遺跡群における自然科学分析,169-175,----,鹿児島県立埋蔵文化財センター発掘調査報告書(97)　農業開発総合センター遺跡群Ⅱ　馬塚松遺跡･市堀遺跡･大門口遺跡,鹿児島県立埋蔵文化財センター
270,27757,46：鹿児島県,天神平溝下遺跡,鹿屋市花岡町,F-32区竪穴2号,炭化材,T,f,古墳時代前期,----,D,IAAA-70455,AMS法,1740,30,1736,30,-24.23,0.47,----,加速器分析研究所,加速器分析研究所,2009,放射性炭素年代測定結果報告書(AMS測定)　領家西遺跡･天神平溝下遺跡,313-317,----,鹿児島県立埋蔵文化財センター発掘調査報告書(141)領家西遺跡･天神平溝下遺跡,鹿児島県立埋蔵文化財センター
271,27765,46：鹿児島県,天神平溝下遺跡,鹿屋市花岡町,西側縄文土坑1試料名(番号):8,炭化材,T,f,弥生時代中期,----,C,IAAA-70890,AMS法,2170,30,2170,32,-26.63,0.37,----,加速器分析研究所,加速器分析研究所,2009,放射性炭素年代測定結果報告書(AMS測定)　領家西遺跡･天神平溝下遺跡,318-322,----,鹿児島県立埋蔵文化財センター発掘調査報告書(141)領家西遺跡･天神平溝下遺跡,鹿児島県立埋蔵文化財センター
272,27756,46：鹿児島県,天神平溝下遺跡,鹿屋市花岡町,G-32区竪穴1号,炭化材,T,f,古墳時代後期,----,D,IAAA-70454,AMS法,1560,30,1557,28,-27.05,0.64,----,加速器分析研究所,加速器分析研究所,2009,放射性炭素年代測定結果報告書(AMS測定)　領家西遺跡･天神平溝下遺跡,313-317,----,鹿児島県立埋蔵文化財センター発掘調査報告書(141)領家西遺跡･天神平溝下遺跡,鹿児島県立埋蔵文化財センター
273,28386,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料名:10　2号竪穴住居跡内,炭化物,T,h,弥生時代中期,----,C,IAAA-123006,AMS法,2230,30,2233,25,-23.8,0.56,----,加速器分析研究所,加速器分析研究所,2016,天神段遺跡における放射性炭素年代4(AMS測定),302-306,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
274,28389,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料名:№2606　土坑761号-1　埋土(Ⅴc層検出),炭化物,T,h,縄文時代後期後葉?末葉,----,B,IAAA-142290,AMS法,3080,20,3075,24,-24.81,0.26,----,加速器分析研究所,加速器分析研究所,2016,天神段遺跡における放射性炭素年代6(AMS測定),307-309,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
275,28393,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料:№2613　土坑25号-1　Ⅳb層検出土坑の埋土,炭化材,T,f,縄文時代晩期後半?弥生時代前期前半,----,B,PLD-28462,AMS法,2825,25,2823,23,-30.05,0.23,----,伊藤茂･安昭炫･佐藤正教･廣田正史･山形秀樹小林克也･竹原弘展･小林紘一･.Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2016,放射性炭素年代測定7,310-311,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
276,28395,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料:№2615　土坑25号-3　Ⅳb層検出土坑の埋土　,炭化材,T,f,縄文時代晩期後半?弥生時代前期前半,----,BC,PLD-28464,AMS法,2790,25,2789,23,-26.12,0.23,----,伊藤茂･安昭炫･佐藤正教･廣田正史･山形秀樹小林克也･竹原弘展･小林紘一･.Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2016,放射性炭素年代測定7,310-311,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡3(縄文時代前期?晩期編),鹿児島県教育委員会
277,28394,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料:№2614　土坑25号-２　Ⅳb層検出土坑の埋土,炭化材,T,f,縄文時代晩期後半?弥生時代前期前半,----,B,PLD-28463,AMS法,2785,20,2784,21,-23.86,0.23,----,伊藤茂･安昭炫･佐藤正教･廣田正史･山形秀樹小林克也･竹原弘展･小林紘一･.Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2016,放射性炭素年代測定7,310-311,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
278,28392,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料名:№2609　土坑14号　埋土(Ⅴb層検出),炭化物,T,h,縄文時代晩期中葉,----,B,IAAA-142293,AMS法,2800,30,2795,25,-26.89,0.36,----,加速器分析研究所,加速器分析研究所,2016,天神段遺跡における放射性炭素年代6(AMS測定),307-309,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
279,28391,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料名:№2608　土坑54号　埋土(Ⅳc層検出),炭化物,T,h,縄文時代晩期中葉,----,B,IAAA-142292,AMS法,2790,20,2786,23,-24.51,0.42,----,加速器分析研究所,加速器分析研究所,2016,天神段遺跡における放射性炭素年代6(AMS測定),307-309,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
280,28390,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料名:№2607　土坑761号-2　埋土(Ⅴc層検出),炭化物,T,h,縄文時代後期後葉?末葉,----,B,IAAA-142291,AMS法,3120,20,3122,24,-26.44,0.24,----,加速器分析研究所,加速器分析研究所,2016,天神段遺跡における放射性炭素年代6(AMS測定),307-309,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
281,28388,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料名:7　土坑20内(F-20区Ⅳb層検出),炭化物,T,h,縄文時代晩期前葉?中葉,----,B,IAAA-123509,AMS法,2860,30,2856,27,-27,0.46,----,加速器分析研究所,加速器分析研究所,2016,天神段遺跡における放射性炭素年代5(AMS測定),306-307,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
282,28385,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料名:9　晩期住居跡内,炭化物,T,h,縄文時代後期後葉,----,B,IAAA-123005,AMS法,3100,30,3096,25,-24.7,0.19,----,加速器分析研究所,加速器分析研究所,2016,天神段遺跡における放射性炭素年代4(AMS測定),302-306,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(6)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC間)に伴う埋蔵文化財発掘調査報告書　天神段遺跡2(縄文時代前期?晩期編),鹿児島県教育委員会
283,28320,46：鹿児島県,天神段遺跡,曽於郡大崎町野方,試料名:11掘立柱建物跡26号-P6内出土,炭化物,T,h,縄文時代晩期?弥生時代,----,BC,IAAA-103544,AMS法,2440,30,2440,26,-28.94,0.41,----,加速器分析研究所,加速器分析研究所,2015,天神段遺跡における放射性炭素年代(AMS測定)4,252-256,----,公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書(3)　東九州自動車道建設(鹿屋串良JCT?曽於弥五郎IC)に伴う埋蔵文化財発掘調査報告書　天神段遺跡(弥生時代?近世編),鹿児島県教育委員会
