項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
206,31357,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:24,炭化種実(コムギ),T,g,中世,6?7世紀,F,PED-8226,AMS法,1255,20,----,----,-25.07,0.2,----,古環境研究所,古環境研究所,2008,自然科学分析,64?71･304?310,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
207,31355,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:36,炭化種実(オオムギ),T,g,中世,7世紀前半,F,PED-8208,AMS法,125,15,----,----,-25.96,0.14,----,古環境研究所,古環境研究所,2008,自然科学分析,64?71･304?310,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
208,31353,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:50,炭化種実(オオムギ),T,g,中世,7世紀中頃,F,Beta-225346,AMS法,580,40,----,----,----,----,-25,古環境研究所,Beta Analytic Inc.,2008,自然科学分析,64?71･304?310,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
209,31352,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:143,炭化種実(オオムギ),T,g,中世,13世紀後半,F,PED-8214,AMS法,610,20,----,----,-24.25,0.17,----,古環境研究所,古環境研究所,2008,自然科学分析,64?71･304?310,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
210,31351,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:142,炭化種実(オオムギ),T,g,中世,13?14世紀,F,Beta-225350,AMS法,660,40,----,----,----,----,-24.6,古環境研究所,Beta Analytic Inc.,2008,自然科学分析,64?71･304?310,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
211,31349,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:150,炭化種実(オオムギ),T,g,中世,15?16世紀,F,Beta-225352,AMS法,770,40,----,----,----,----,-26,古環境研究所,Beta Analytic Inc.,2008,自然科学分析,64?71･304?310,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
212,31348,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:143,炭化種実(オオムギ),T,g,中世,13世紀後半,F,PED-8213,AMS法,775,20,----,----,-25.6,0.24,----,古環境研究所,古環境研究所,2008,自然科学分析,64?71･304?310,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
213,31347,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:99,炭化種実(オオムギ),T,g,中世,8世紀中頃,F,PED-8217,AMS法,800,20,----,----,-26.26,0.16,----,古環境研究所,古環境研究所,2008,自然科学分析,64?71･304?310,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
214,31329,45：宮崎県,宮ノ東遺跡,西都市大字岡富字宮ノ東他,試料名:1　遺構名:S2577　焼失住居建築部材？,炭化材(モミ属),T,f,古墳時代,----,D,Beta-198490,AMS法,1710,40,----,----,----,----,-24.6,古環境研究所,Beta Analytic Inc.,2008,自然科学分析,64?71･303,----,宮崎県埋蔵文化財センター発掘調査報告書　第173集　宮ノ東遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書60　,宮崎県埋蔵文化財センター
215,31750,45：宮崎県,宮ヶ迫遺跡,宮崎市佐土原町上田島字宮ヶ迫･松木田,試料№:2　SC10炭化物2,炭化材,T,f,古墳時代後期?古代,----,DE,PED-17419,AMS法,1545,20,1544,19,-26.76,0.16,----,古環境研究所,古環境研究所,2013,宮ヶ迫遺跡における放射性炭素年代測定,81?82,----,宮崎県埋蔵文化財センター発掘調査報告書　第228集　宮ヶ迫遺跡　主要地方道宮崎高鍋線(那珂工区)道路改良工事に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
216,31751,45：宮崎県,宮ヶ迫遺跡,宮崎市佐土原町上田島字宮ヶ迫･松木田,試料№:3　SC124炭化物1,炭化材,T,f,古墳時代後期?古代,----,DE,PED-17420,AMS法,1595,20,1596,21,-29.85,0.22,----,古環境研究所,古環境研究所,2013,宮ヶ迫遺跡における放射性炭素年代測定,81?82,----,宮崎県埋蔵文化財センター発掘調査報告書　第228集　宮ヶ迫遺跡　主要地方道宮崎高鍋線(那珂工区)道路改良工事に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
217,31752,45：宮崎県,宮ヶ迫遺跡,宮崎市佐土原町上田島字宮ヶ迫･松木田,試料№:4　SH223炭化物,炭化材,T,f,古墳時代後期?古代･中世,----,DE,PED-17421,AMS法,1595,20,1593,19,-27.8,0.16,----,古環境研究所,古環境研究所,2013,宮ヶ迫遺跡における放射性炭素年代測定,81?82,----,宮崎県埋蔵文化財センター発掘調査報告書　第228集　宮ヶ迫遺跡　主要地方道宮崎高鍋線(那珂工区)道路改良工事に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
218,31749,45：宮崎県,宮ヶ迫遺跡,宮崎市佐土原町上田島字宮ヶ迫･松木田,試料№:1　SC10炭化物1,炭化材,T,f,古墳時代後期?古代,----,DE,PED-17418,AMS法,1455,20,1454,21,-24.9,0.22,----,古環境研究所,古環境研究所,2013,宮ヶ迫遺跡における放射性炭素年代測定,81?82,----,宮崎県埋蔵文化財センター発掘調査報告書　第228集　宮ヶ迫遺跡　主要地方道宮崎高鍋線(那珂工区)道路改良工事に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
219,31824,45：宮崎県,宮崎小学校遺跡,宮崎市旭1丁目,試料名:№1　A区溝状遺構,炭化材(杭？),T,f,弥生時代,----,C,Beta-157095,AMS法,2080,60,----,----,----,----,-26.5,古環境研究所,Beta Analytic Inc.,2002,放射性炭素年代測定,41?42,----,宮崎市文化財調査報告書　第53集　宮崎小学校遺跡,宮崎市教育委員会
220,30910,45：宮崎県,宮田遺跡,都城市早鈴町1914番地,試料名:№1　西トレンチ北、11層,土壌(暗青灰色土),T,k,弥生時代中期,----,C,Beta-202136,AMS法,2690,40,----,----,----,----,-21.1,古環境研究所,Beta Analytic Inc.,2006,放射性炭素年代測定結果,38,----,都城市文化財調査報告書　第74集　岩吉田遺跡･宮田遺跡　民間開発に伴う弥生時代?中世の水田遺跡の調査,都城市教育委員会
221,30916,45：宮崎県,宮田遺跡(第2次調査),都城市早鈴町字宮田1939他,試料名:№1　C-7トレンチ6層下部,炭化物,T,h,古墳時代前期,----,D,Beta-220148,AMS法,1650,40,----,----,----,----,-22.5,古環境研究所,Beta Analytic Inc.,2007,都城市､宮田遺跡における自然科学分析,10?16,----,都城市文化財調査報告書　第78集　宮田遺跡,都城市教育委員会
222,31659,45：宮崎県,家田古墳群･家田城跡,延岡市北川町長井字大門,試料№:5　主体部4炭1-2,炭化物,T,h,古墳時代中期?中世,----,DEF,PED-15970,AMS法,3470,25,3471,23,-26.3,0.12,----,古環境研究所,古環境研究所,2011,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第198集　家田古墳群･家田城跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書3,宮崎県埋蔵文化財センター
223,31658,45：宮崎県,家田古墳群･家田城跡,延岡市北川町長井字大門,試料№:4　曲輪3トレンチ炭3,炭化物,T,h,中世,----,F,PED-15969,AMS法,330,20,328,20,-28.39,0.19,----,古環境研究所,古環境研究所,2011,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第198集　家田古墳群･家田城跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書3,宮崎県埋蔵文化財センター
224,31657,45：宮崎県,家田古墳群･家田城跡,延岡市北川町長井字大門,試料№:3　3-4トレンチ炭4,炭化物,T,h,古墳時代中期?中世,----,DEF,PED-15968,AMS法,4415,25,4416,24,-25.84,0.21,----,古環境研究所,古環境研究所,2011,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第198集　家田古墳群･家田城跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書3,宮崎県埋蔵文化財センター
225,31656,45：宮崎県,家田古墳群･家田城跡,延岡市北川町長井字大門,試料№:2　3-4トレンチ炭1,炭化物,T,h,古墳時代中期?中世,----,DEF,PED-15967,AMS法,1690,20,1689,20,-25.05,0.19,----,古環境研究所,古環境研究所,2011,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第198集　家田古墳群･家田城跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書3,宮崎県埋蔵文化財センター
226,31655,45：宮崎県,家田古墳群･家田城跡,延岡市北川町長井字大門,試料№:1　溝状遺構断面炭サンプル,炭化物,T,h,古墳時代中期?中世,----,DEF,PED-15966,AMS法,1215,20,1214,20,-27.72,0.16,----,古環境研究所,古環境研究所,2011,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第198集　家田古墳群･家田城跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書3,宮崎県埋蔵文化財センター
227,31874,45：宮崎県,寺崎遺跡,西都市大字右松字刎田,試料名:№2　建物98001P5,炭化物,T,h,古代,7世紀代･須恵器,E,Beta-131408,AMS法,1590,50,----,----,----,----,-27.3,古環境研究所,Beta Analytic Inc.,2001,寺崎遺跡における放射性炭素年代測定,17,----,国衙跡保存整備基礎調査報告書　寺崎遺跡,宮崎県教育委員会
228,31873,45：宮崎県,寺崎遺跡,西都市大字右松字刎田,試料名:№1　建物98001P4,炭化物,T,h,古代,7世紀代･須恵器,E,Beta-131407,AMS法,1320,50,----,----,----,----,-24.5,古環境研究所,Beta Analytic Inc.,2001,寺崎遺跡における放射性炭素年代測定,17,----,国衙跡保存整備基礎調査報告書　寺崎遺跡,宮崎県教育委員会
229,30784,45：宮崎県,小牧遺跡,佐土原町,試料名:№2杭2,木材,T,d,中世?近世,----,FG,Beta-160568,β線法,1220,50,----,----,----,----,-29,古環境研究所,Beta Analytic Inc.,2003,小牧遺跡における放射性炭素年代測定,48?49,----,宮崎県佐土原町文化財調査報告書　第25集　小牧遺跡,佐土原町教育委員会
230,30783,45：宮崎県,小牧遺跡,佐土原町,試料名:№1杭列､杭1,木材,T,d,中世?近世,----,FG,Beta-164427,β線法,130,60,----,----,----,----,-28.7,古環境研究所,Beta Analytic Inc.,2003,小牧遺跡における放射性炭素年代測定,48?49,----,宮崎県佐土原町文化財調査報告書　第25集　小牧遺跡,佐土原町教育委員会
231,31162,45：宮崎県,尾小原遺跡(第一次調査),児湯郡新富町大字新田字尾小原,試料名:№２　SC6､５層,炭化物,T,h,縄文時代後期,----,B,Beta-171998,AMS法,3350,50,----,----,----,----,-29.2,古環境研究所,Beta Analytic Inc.,2006,SC6の埋土･炭化物の放射性炭素年代測定,36,----,宮崎県埋蔵文化財センター発掘調査報告書　第133集　尾小原遺跡(第一次調査)　東九州自動車道建設(都農?西都間)に伴う埋蔵文化財発掘調査報告書35,宮崎県埋蔵文化財センター
232,31161,45：宮崎県,尾小原遺跡(第一次調査),児湯郡新富町大字新田字尾小原,試料名:№１　SC6､３層,堆積土壌,T,k,縄文時代後期,----,B,Beta-171997,AMS法,5220,40,----,----,----,----,-24.1,古環境研究所,Beta Analytic Inc.,2006,SC6の埋土･炭化物の放射性炭素年代測定,36,----,宮崎県埋蔵文化財センター発掘調査報告書　第133集　尾小原遺跡(第一次調査)　東九州自動車道建設(都農?西都間)に伴う埋蔵文化財発掘調査報告書35,宮崎県埋蔵文化財センター
233,30780,45：宮崎県,尾曲遺跡,佐土原町,試料名:№1　2区5964-C122-SI(A),炭化物,T,h,中世?近世,----,FG,Beta-108000,AMS法,600,50,----,----,----,----,-27.3,古環境研究所,Beta Analytic Inc.,2000,佐土原町尾曲遺跡における自然科学分析,28?34,----,宮崎県佐土原町文化財調査報告書　第16集　尾曲遺跡,佐土原町教育委員会
234,31321,45：宮崎県,尾立第2遺跡,児湯郡都農町大字川北字湯牟田･俵石竜ヶ平,試料名:№5　SZ-1埋土②内,炭化物,T,h,弥生時代,----,C,Beta-213641,AMS法,2080,40,----,----,----,----,-25.6,古環境研究所,Beta Analytic Inc.,2008,自然科学分析,119?128,----,宮崎県埋蔵文化財センター発掘調査報告書　第169集　尾立第2遺跡　東九州自動車道建設(都農?西都間)に伴う埋蔵文化財発掘調査報告書57集　,宮崎県埋蔵文化財センター
235,31320,45：宮崎県,尾立第2遺跡,児湯郡都農町大字川北字湯牟田･俵石竜ヶ平,試料名:№4　SX-1埋土③内,炭化物,T,h,近世,----,G,Beta-213640,AMS法,330,40,----,----,----,----,-26.7,古環境研究所,Beta Analytic Inc.,2008,自然科学分析,119?128,----,宮崎県埋蔵文化財センター発掘調査報告書　第169集　尾立第2遺跡　東九州自動車道建設(都農?西都間)に伴う埋蔵文化財発掘調査報告書57集　,宮崎県埋蔵文化財センター
236,31489,45：宮崎県,尾花A遺跡,児湯郡川南町,試料鵜№:1　SA3-C1　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,PED-8477,AMS法,1835,20,----,----,-23.97,0.11,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
237,31490,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:2　SA8-C1　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,PED-8478,AMS法,1190,20,----,----,-26.66,0.18,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
238,31494,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:6　SA25-C1　竪穴住居　垂木,炭化材?,T,f,弥生時代?古墳時代,----,CD,PED-8482,AMS法,1710,20,----,----,-29.83,0.15,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
239,31498,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:12　SB1P1-C1 　掘立柱建物,炭化物？,T,h,弥生時代?古墳時代,----,CD,PED-8487,AMS法,1180,20,----,----,-27.68,0.16,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
240,31499,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:77　SC201-Ⅱ層　土坑,炭化物片,T,h,弥生時代?古墳時代,----,CD,PED-9506,AMS法,1915,25,----,----,-26.33,0.12,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
241,31497,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:10　SA107-C5　竪穴住居　垂木,炭化材(クリ),T,f,弥生時代?古墳時代,----,CD,PED-8486,AMS法,1800,20,----,----,-28.37,0.12,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
242,31496,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:9　SA107-C4　竪穴住居　垂木,炭化材(クリ),T,f,弥生時代?古墳時代,----,CD,PED-8485,AMS法,1830,20,----,----,-27.47,0.17,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
243,31495,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:7　SA13-C3　竪穴住居　垂木？,炭化材？,T,f,弥生時代?古墳時代,----,CD,PED-8996,AMS法,1755,25,----,----,-25.46,0.19,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
244,31493,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:5　SA24-C1　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,PED-8481,AMS法,1685,20,----,----,-26.67,0.18,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
245,31492,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:4　SA22-C1　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,PED-8480,AMS法,1760,20,----,----,-24.95,0.19,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
246,31491,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:3　SA13-C1　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,PED-8479,AMS法,1740,20,----,----,-26.54,0.21,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
247,31500,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:87　SC105-埋土　土坑,炭化材片･炭化物片,T,f,不明,----,不明,PED-9508,AMS法,2335,30,----,----,-30.36,0.22,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
248,31502,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:94　SC37-敷石上面　石組遺構,炭化物片,T,h,不明,----,不明,PED-9511,AMS法,850,25,----,----,-27.9,0.14,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
249,31506,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:138　SX1-床上　竪穴状遺構,炭化物片,T,h,不明,----,不明,PED-9518,AMS法,1270,25,----,----,-27.29,0.19,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
250,31508,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:165　SC92-埋土　土坑,炭化種実(イネ),T,g,不明,----,不明,PED-9520,AMS法,775,20,----,----,-24.4,0.15,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
251,31510,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:24　S22-C13　竪穴住居　角垂木,炭化材(マテバシイ),T,f,弥生時代?古墳時代,----,CD,PED-8498,AMS法,1770,20,----,----,-26.94,0.16,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
252,31514,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:29　S570-C1　竪穴住居　垂木,炭化材(エゴノキ属),T,f,弥生時代?古墳時代,----,CD,PED-8502,AMS法,1860,20,----,----,-27.82,0.19,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
253,31516,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:32　S610-C1　竪穴住居　,炭化材(コナラ属アカガシ亜属),T,f,弥生時代?古墳時代,----,CD,PED-8504,AMS法,1770,20,----,----,-27.11,0.16,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
254,31518,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:35　S1016-C1　竪穴住居　角垂木,炭化材(コナラ属アカガシ亜属),T,f,弥生時代?古墳時代,----,CD,PED-8506,AMS法,1840,20,----,----,-28.21,0.17,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
255,31523,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:27　S610-中央SC埋土　竪穴住居,炭化種実(タデ属サナエタデ節),T,g,弥生時代?古墳時代,----,CD,PED-9501,AMS法,1735,25,----,----,-25.24,0.16,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
256,31525,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:35　S37-床上　竪穴住居,炭化種実(コナラ属),T,g,弥生時代?古墳時代,----,CD,PED-9503,AMS法,1810,25,----,----,-27.71,0.13,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
257,31527,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:38　S2004-C2　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,PED-8508,AMS法,1810,20,----,----,-26.37,0.16,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
258,31531,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:42　S3001-C1　竪穴住居,炭化材(コナラ属クヌギ節),T,f,弥生時代?古墳時代,----,CD,PED-8512,AMS法,1690,20,----,----,-24.98,0.23,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
259,31533,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:44　S3001-C14　竪穴住居,炭化材(コナラ属アカガシ亜属),T,f,弥生時代?古墳時代,----,CD,PED-8514,AMS法,1715,20,----,----,-23.99,0.2,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
260,31535,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:181　S2502　竪穴住居,炭化物片,T,h,弥生時代?古墳時代,----,CD,PED-9522,AMS法,1815,20,----,----,-26.37,0.17,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
261,31539,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:48　S101-C1　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,PED-8516,AMS法,2185,20,----,----,-27.91,0.17,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
