項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
60,29115,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:SK60,炭化材(クマシデ属),T,f,古墳時代,----,D,IAAA-50912,AMS法,1500,40,1496,35,-29.97,0.71,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
61,29113,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:14C-4　立木3　Ⅵ層上面,木材(クスノキ科),T,d,縄文時代晩期,----,B,IAAA-42067,AMS法,2790,40,2794,40,-29.36,0.91,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
62,29110,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:14C-1　2地点;2　Ⅳ層上部,腐植質土壌,T,k,古墳時代,----,D,IAAA-42064,AMS法,1390,40,1391,39,-29.56,0.84,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
63,29111,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:14C-2　2地点;3　Ⅳ層下部,腐植質土壌,T,k,古墳時代,----,D,IAAA-42065,AMS法,1570,40,1572,37,-28.86,0.73,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
64,29103,41：佐賀県,菜畑内田遺跡,唐津市神田,炭化物土壙土壌,土壌,T,k,古墳時代,----,D,IAAA-32038,AMS法,1190,40,1191,37,----,----,-26.42,パリノ･サーヴェイ,加速器分析研究所,2005,菜畑内田遺跡の自然科学分析,64?67,----,唐津市文化財調査報告書　第121集　菜畑内田遺跡(5),唐津市教育委員会
65,29127,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,D-Ⅱ-110層,木材,T,d,縄文時代後期頃,----,B,KSU-520,β線法,3030,40,----,----,----,----,----,山田治,京都産業大学理学部,1982,菜畑遺跡の液体シンチレーション法による14C年代,386?387,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
66,29129,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,C-I-④区　第10?11層山ノ寺式,炭化米,T,g,縄文時代前期,山ノ寺式,B,N-4230,β線法,2680,80,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
67,29130,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,C-I-④区　第8層夜臼単純層期,炭化米,T,g,縄文時代晩期,夜臼式単純,B,N-4229,β線法,2620,60,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
68,29133,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,H-I-4　8上層,炭化米,T,g,弥生時代前期初頭,夜臼･板付I式共伴,C,N-4599,β線法,2960,90,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
69,29134,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,H-I-4　8下層,炭化米,T,g,縄文時代晩期終末,夜臼式単純,B,N-4600,β線法,3230,100,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
70,29126,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,E-1-③　8下層,木材,T,d,縄文時代晩期終末,----,B,KSU-513,β線法,2630,30,----,----,----,----,----,山田治,京都産業大学理学部,1982,菜畑遺跡の液体シンチレーション法による14C年代,386?387,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
71,29124,41：佐賀県,長部田城跡,唐津市相知町長部田,SK01　,炭化材(アカガシ亜属),T,f,鎌倉時代?室町時代,----,F,IAAA-93078,AMS法,770,30,766,27,-29.13,0.47,----,パリノ･サーヴェイ,加速器分析研究所,2011,長部田城跡出土炭化材の年代測定,30?32,----,唐津市文化財調査報告書　第155集　長部田城跡,唐津市教育委員会
72,29099,41：佐賀県,鶏ノ尾遺跡,唐津市半田字鶏ノ尾,SK46 　炭窯覆土,炭化材(クリ),T,f,奈良時代?平安時代,----,E,IAAA-30389,AMS法,1320,50,----,----,-10.24,1.47,----,パリノ･サーヴェイ,加速器分析研究所,2003,分析,87?88,----,唐津市文化財調査報告書　第109集　鶏ノ尾遺跡(2),唐津市教育委員会
73,29098,41：佐賀県,鶏ノ尾遺跡,唐津市半田字鶏ノ尾,SK39 　炭窯覆土,炭化材(サクラ属),T,f,奈良時代?平安時代,----,E,IAAA-30388,AMS法,1280,40,----,----,-27.75,0.96,----,パリノ･サーヴェイ,加速器分析研究所,2003,分析,87?88,----,唐津市文化財調査報告書　第109集　鶏ノ尾遺跡(2),唐津市教育委員会
74,29097,41：佐賀県,鶏ノ尾遺跡,唐津市半田字鶏ノ尾,SP18　鍛錬鍛冶炉床上,炭化材,T,f,平安時代,9世紀後半?10世紀前半,E,IAAA-30387,AMS法,1150,40,----,----,-12.5,0.75,----,パリノ･サーヴェイ,加速器分析研究所,2003,分析,87?88,----,唐津市文化財調査報告書　第109集　鶏ノ尾遺跡(2),唐津市教育委員会
