項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
61,29444,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№44　試料番号:SM1-44　貝塚名:1　ジオスライサー　サンプル名:GS7?3(調査時),堅果果皮,T,e,縄文時代早期,----,B,NUTA2-10094,AMS法,6960,25,6962,23,-27,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
62,29446,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№46　試料番号:SM2-2　貝塚名:2　貝層　Loc.#７,堅果類,T,e,縄文時代早期,----,B,NUTA2-9634,AMS法,6955,25,6955,27,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
63,29458,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№58　試料番号:SM2-14　貝塚名:2　貯蔵穴　SK2035　地山,イチイガシ,T,e,縄文時代早期,----,B,NUTA2-10877,AMS法,6950,30,6950,32,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
64,29478,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№78　試料番号:SM2-34　貝塚名:2　貝層　Hベルト(柱状)　層名:Ⅱ(大別層)6b層(整理後)　サンプル名:6b層(調査時)　,オニグルミ,T,e,縄文時代早期,----,B,NUTA2-13359?(NUTA2-13659では?),AMS法,6915,25,6917,27,-26,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
65,29480,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№80　試料番号:SM2-36　貝塚名:2　貝層　Hベルト(柱状)　層名:Ⅱ(大別層)9層(整理後)　サンプル名:7層(調査時)　,オニグルミ,T,e,縄文時代早期,----,B,NUTA2-13660,AMS法,6925,25,6924,27,-31,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
66,29489,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№89　試料番号:SM2-45　貝塚名:2　貝層　Hベルト　層名:Ⅰ(大別層)9-1層(整理後)　サンプル名:Hベルト-1層(調査時) 　　,オニグルミ,T,e,縄文時代早期,----,B,NUTA2-20828,AMS法,6670,30,6699,28,-27.8,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
67,29506,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№106　試料番号:SM2-62　貝塚名:2　貝層　9区-10K　層名:Ⅱ(大別層)6b層(整理後)　サンプル名:6b層(調査時)　,オニグルミ,T,e,縄文時代早期,----,B,NUTA2-22741,AMS法,6965,40,6963,40,-23.6,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
68,29508,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№108　試料番号:SPIT-2　貝塚名:2　貯蔵穴　SK2002　層名:間層0(大別層)上位(分析時)　,木杭K20011,T,d,縄文時代早期,----,B,NUTA2-13662,AMS法,6565,25,6567,27,-30.6,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
69,29510,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№110　試料番号:SPIT-4　貝塚名:2　貯蔵穴　SK2001　層名:間層3?(大別層)上位(分析時)　サンプル名:東半2層(調査時)　,ナラガシワ(堅果),T,e,縄文時代早期,----,B,NUTA2-13519,AMS法,6985,30,6985,33,-26.8,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
70,29516,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№116　試料番号:SPIT-10　貝塚名:2　貯蔵穴　SK2093　層名:間層3(大別層)中位(分析時)　サンプル名:3層(調査時)　,編物一括,T,d,縄文時代早期,----,B,NUTA2-13536,AMS法,6995,35,6993,33,-28.4,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
71,29518,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№118　試料番号:SPIT-12 貝塚名:2　貯蔵穴　SK2138　層名:間層8(大別層)中-下位(分析時),編物②,T,d,縄文時代早期,----,B,NUTA2-13205,AMS法,6880,40,6882,39,-30.9,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
72,29536,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№137　試料番号:SPIT-31 貝塚名:2 貯蔵穴　SK2066 層名:間層3(大別層）　,イチイガシ(堅果),T,e,縄文時代早期,----,B,NUTA2-21202,AMS法,6950,30,6951,31,-24.8,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
73,29540,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№141　試料番号:SPIT-35 貝塚名:1 貯蔵穴　SK1002 サンプル名:西半2層(調査時）,イチイガシ(堅果),T,e,縄文時代早期,----,B,NUTA2-20945,AMS法,6965,25,6967,25,-24.3,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
74,29543,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№144　試料番号:SPIT-38 貝塚名:2 貯蔵穴　SK2087 層名:間層3(大別層）,イチイガシ(堅果),T,e,縄文時代早期,----,B,NUTA2-21207,AMS法,6990,30,6991,31,-24.7,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
75,29546,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№147　試料番号:SPIT-41 貝塚名:2 貯蔵穴　SK2007 層名:間層1(大別層）サンプル名:ドングリ集中部(調査時）,イチイガシ?(堅果),T,e,縄文時代早期,----,B,NUTA2-21212,AMS法,6950,30,6950,31,-24.7,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
76,29557,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№158　試料番号:4-W-1 貝塚名:4   貝層　№18トレンチ　層名:北壁5層(整理後）サンプル名:①北壁5層(調査時）　,木片,T,d,縄文時代早期,----,B,NUTA2-18386,AMS法,6910,40,6912,41,-32.3,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
77,29566,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№167　試料番号:4-W-9 貝塚名:4  貝層　№19トレンチ　層名:南壁3層(整理後) サンプル名:南壁3層(調査時）　,木片,T,d,縄文時代早期,----,B,NUTA2-18391,AMS法,6995,30,6993,30,-31.6,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
78,29623,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,試料番号:S-896 HGM-1 228601 歯左M3,骨(イノシシ),T,a,縄文時代早期,----,B,PLD-27579,AMS法,6510,35,6509,34,----,----,-28,米田穣?覚張隆史?伊藤茂?小林紘一,パレオ・ラボ,2016,東名遺跡出土人骨?動物骨の放射性炭素年代測定,68?71,α13CはAMSによって同時測定された値で、同位体分別効果の補正に用いた。,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
79,29558,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№159　試料番号:4-W-1a 貝塚名:4 貝層　№18トレンチ　層名:北壁5層(整理後）サンプル名:①北壁5層(調査時)　,木片,T,d,縄文時代早期,----,B,NUTA2-18516,AMS法,6805,30,6807,28,-30.9,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
80,29548,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№149　試料番号:SPIT-43 貝塚名:2 貯蔵穴　SK2023 層名:間層1(大別層）サンプル名:南半2層(調査時）　,クヌギ(堅果),T,e,縄文時代早期,----,B,NUTA2-20944,AMS法,6955,25,6957,26,-25.1,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
81,29544,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№145 試料番号:SPIT-39 貝塚名:2 貯蔵穴　SK2098 層名:Ⅱ(大別層）サンプル名:東半5層(調査時）,クヌギ(堅果),T,e,縄文時代早期,----,B,NUTA2-21210,AMS法,6940,30,6941,31,-25.8,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
82,29542,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№143　試料番号:SPIT-37 貝塚名:2 貯蔵穴　SK2014 層名:間層2(大別層）,イチイガシ(堅果),T,e,縄文時代早期,----,B,NUTA2-21206,AMS法,6950,30,6951,31,-26.8,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
83,29538,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№139　試料番号:SPIT-33 貝塚名:2 貯蔵穴　　SK2164 層名:間層5(大別層）,イチイガシ(堅果),T,e,縄文時代早期,----,B,NUTA2-21204,AMS法,6980,30,6979,31,-25.9,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
84,29523,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№124　試料番号:SPIT-18 貝塚名:2　貯蔵穴　SK2056　層名:間層10(大別層)下位(分析時)　,編物②,T,d,縄文時代早期,----,B,NUTA2-13212,AMS法,6945,45,6945,47,-30.5,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
85,29517,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№117　試料番号:SPIT-11 貝塚名:2　貯蔵穴　SK2138　層名:間層8(大別層)中-下位(分析時)　サンプル名:東半4層(調査時)　,ナラガシワ(堅果),T,e,縄文時代早期,----,B,NUTA2-13203,AMS法,6970,40,6968,40,-26,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
86,29515,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№115　試料番号:SPIT-9　貝塚名:2　貯蔵穴　SK2093　層名:間層3(大別層)中位(分析時)　サンプル名:南半(調査時)　,イチイガシ(堅果),T,e,縄文時代早期,----,B,NUTA2-13368,AMS法,6965,35,6963,34,-24.7,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
87,29509,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№109　試料番号:SPIT-3　貝塚名:2　貯蔵穴　SK2002　層名:間層0(大別層)上位(分析時)　サンプル名:5層下部(調査時),ナラガシワ(堅果),T,e,縄文時代早期,----,B,NUTA2-13855,AMS法,6625,35,6624,36,-24,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
88,29507,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№107　試料番号:SPIT-1　貝塚名:2　貯蔵穴　SK2002　層名:間層0(大別層)上位(分析時)　,木杭K22666,T,d,縄文時代早期,----,B,NUTA2-13661,AMS法,6575,25,6574,26,-27.5,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
89,29491,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№91　試料番号:SM2-47　貝塚名:2　貝層　9区　層名:Ⅳ(大別層)9-26層(整理後)　サンプル名:9-26層(調査時) 　　,オニグルミ,T,e,縄文時代早期,----,B,NUTA2-20825,AMS法,6990,30,6988,29,-27.7,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
90,29482,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№82　試料番号:SM2-38　貝塚名:2　貝層　Hベルト(柱状)　層名:Ⅲ(大別層)25層(整理後)　サンプル名:15層(調査時)　,オニグルミ,T,e,縄文時代早期,----,B,NUTA2-13664,AMS法,6950,25,6949,27,-26,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
91,29479,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№79　試料番号:SM2-35　貝塚名:2　貝層　Hベルト(柱状)　層名:Ⅱ(大別層)6b層(整理後)　サンプル名:6b層(調査時)　,イチイガシ,T,e,縄文時代早期,----,B,NUTA2-13667,AMS法,6890,25,6891,27,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
92,29459,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№59　試料番号:SM2-15 貝塚名:2　貯蔵穴　SK2036　Ⅱ,クヌギ,T,e,縄文時代早期,----,B,NUTA2-10878,AMS法,6960,30,6961,31,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
93,29452,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№52　試料番号:SM2-8　貝塚名:2　貝層　Loc.#19,堅果類,T,e,縄文時代早期,----,B,NUTA2-9635,AMS法,6960,25,6958,27,-27,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
94,29445,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№45　試料番号:SM2-1　貝塚名:2　001,編物(ヒゴ材),T,d,縄文時代早期,----,B,NUTA2-7283,AMS法,6975,35,6976,36,-31,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
95,29442,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№42　試料番号:SM1-42　貝塚名:1　ジオスライサー　サンプル名:GS4-7(調査時),木片,T,d,縄文時代早期,----,B,NUTA2-10091,AMS法,6845,25,6847,23,-25,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
96,29438,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,№38　試料番号:SM1-38　貝塚名:1　ジオスライサー　サンプル名:GS1-3(調査時),木片,T,d,縄文時代早期,----,B,NUTA2-10087,AMS法,6545,20,6543,22,-26,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2016,東名遺跡出土遺物の14C年代,56?67,----,佐賀市埋蔵文化財調査報告書　第100集　東名遺跡群Ⅳ　-東名遺跡群総括報告書【第1分冊】-,佐賀市教育委員会
97,29381,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,第4貝塚　貝層　№19トレンチ　南壁3層　4-W-9　南壁3層　,木片,T,d,縄文時代早期,----,B,NUTA2-18391,AMS法,6995,30,6993,30,----,----,-31.6,中村俊夫,名古屋大学年代測定総合研究センター,2014,第3?第6貝塚より採取した試料の14C年代,104?107,----,佐賀市埋蔵文化財調査報告書　第85集　東名遺跡群Ⅲ　-東名遺跡第3?6貝塚(保存地区)の調査-,佐賀市教育委員会
98,29372,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,第4貝塚　貝層　№18トレンチ　北壁5層　4-W-1　 ①北壁5層　カキ層　,木片,T,d,縄文時代早期,----,B,NUTA2-18386,AMS法,6910,40,6912,41,----,----,-32.3,中村俊夫,名古屋大学年代測定総合研究センター,2014,第3?第6貝塚より採取した試料の14C年代,104?107,----,佐賀市埋蔵文化財調査報告書　第85集　東名遺跡群Ⅲ　-東名遺跡第3?6貝塚(保存地区)の調査-,佐賀市教育委員会
99,29342,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:GS1-3　ジオスライサー調査(第1貝塚),樹木片,T,d,縄文時代早期,----,B,NUTA2-10087,AMS法,6545,20,6543,22,-26,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
100,29346,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:GS4-7　ジオスライサー調査(第1貝塚),樹木片,T,d,縄文時代早期,----,B,NUTA2-10091,AMS法,6845,25,6847,23,-25,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
101,29348,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:GS7-3　ジオスライサー調査(第1貝塚),ドングリ果皮,T,e,縄文時代早期,----,B,NUTA2-10094,AMS法,6960,25,6962,23,-27,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
102,29343,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:GS1-7　ジオスライサー調査(第1貝塚),樹木片,T,d,縄文時代早期,----,B,NUTA2-10088,AMS法,6800,25,6798,24,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
103,29341,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:GS1-1 ジオスライサー調査(第1貝塚),樹木片,T,d,縄文時代早期,----,B,NUTA2-10086,AMS法,6485,25,6486,24,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
104,29332,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:9　中?下層検出の土坑から出土　SK2138　,編物②,T,d,縄文時代早期,----,B,NUTA2-13205,AMS法,6880,40,6882,39,-30.9,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
105,29330,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:7　中層検出の土坑から出土　SK2093 3層,編物,T,d,縄文時代早期,----,B,NUTA2-13536,AMS法,6995,35,6993,33,-28.4,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
106,29324,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,上層検出の土坑から出土　整理番号:1　SK2001 東半2層　,堅果(ナラガシワ）,T,e,縄文時代早期,----,B,NUTA2-13519,AMS法,6985,35,6985,33,-26.8,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
107,29322,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,上層検出の土坑から出土　SK2002 　最上位,木杭(K20011),T,d,縄文時代早期,----,B,NUTA2-13662,AMS法,6565,25,6567,27,-30.6,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
108,29314,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,Hベルト貝層　出土区/試料名:W-H15　中位,堅果(オニグルミ),T,e,縄文時代早期,----,B,NUTA2-13664,AMS法,6950,25,6949,27,-26,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
109,29311,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,Hベルト貝層　出土区/試料名:A-H6b　上位,堅果(イチイガシ),T,e,縄文時代早期,----,B,NUTA2-13667,AMS法,6890,25,6891,27,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
110,29291,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:20　SK2036,堅果(クヌギ),T,e,縄文時代早期,----,B,NUTA2-10878,AMS法,6960,30,6961,31,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
111,29279,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:8　出土区/試料名:Loc.#19,堅果(ドングリ),T,e,縄文時代早期,----,B,NUTA2-9635,AMS法,6960,25,6958,27,-27,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
112,29250,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:2 第2貝塚Hベルト堆積層から採取　出土区/試料名:A-H6-b 上位,堅果類(イチイガシ),T,e,縄文時代早期,----,B,NUTA2-13667,AMS法,6890,25,6891,27,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,14C年代測定と堆積年代解析,9?15,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
113,29253,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:5 第2貝塚Hベルト堆積層から採取　出土区/試料名:W-H15　中位,堅果類(オニグルミ),T,e,縄文時代早期,----,B,NUTA2-13664,AMS法,6950,25,6949,27,-26,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,14C年代測定と堆積年代解析,9?15,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
