項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
98,32468,43：熊本県,入口遺跡,球磨郡相良村大字柳瀬字入口,№1　1号住居№1,炭化材(ヤマグワ),T,f,弥生時代後期,----,C,Beta-207415,β線法,1870,40,----,----,----,----,-26.4,古環境研究所,Beta Analytic Inc.,2007,入口遺跡における放射性炭素年代測定,43?44,----,相良村文化財調査報告　第6集　入口遺跡　個人農地整備に伴う埋蔵文化財調査報告　-弥生?古墳時代集落遺跡の調査-,相良村教育委員会
99,712,43：熊本県,八ノ坪遺跡,熊本市護藤町・美登里町,SK171，1次,種実マメ？,T,g,弥生時代中期,須玖Ⅰ式古,C,IAAA-40824,AMS法,2260,40,----,----,-28.14,0.8,-24.137,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0584,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
100,713,43：熊本県,八ノ坪遺跡,熊本市護藤町・美登里町,土坑091床面.1次（カーボン敷）,その他炭化物,T,h,弥生時代中期,城ノ越～須玖Ⅰ式,C,MTC-07881,AMS法,2315,45,----,----,-29.9,1.6,----,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,FJ-0585,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
101,711,43：熊本県,八ノ坪遺跡,熊本市護藤町・美登里町,SK171，1次,種実コメ,T,g,弥生時代中期,須玖Ⅰ式古,C,IAAA-40823,AMS法,2390,40,----,----,-30.31,0.82,-24.6,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0583,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
102,32407,43：熊本県,八ノ坪遺跡(第1調査区),熊本市南区護藤町地内,試料№:③木片(№70)　SK040下位　040224,木材,T,d,弥生時代,----,C,不明,AMS法,2180,40,----,----,-25.74,1.02,----,吉田生物研究所,不明,2006,八ノ坪遺跡出土木製品および炭化物の調査報告,34?44,----,八ノ坪遺跡Ⅰ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告1-　分析･考察･図版編,熊本市教育委員会
103,32408,43：熊本県,八ノ坪遺跡(第1調査区),熊本市南区護藤町地内,試料№:④炭化材(№74)　SK008下位(泥土)　040204,炭化材,T,f,弥生時代,----,C,不明,AMS法,2430,40,----,----,-24.73,0.82,----,吉田生物研究所,不明,2006,八ノ坪遺跡出土木製品および炭化物の調査報告,34?44,----,八ノ坪遺跡Ⅰ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告1-　分析･考察･図版編,熊本市教育委員会
104,32406,43：熊本県,八ノ坪遺跡(第1調査区),熊本市南区護藤町地内,試料№:②木片(№69)　SK040下位　040224,木材,T,d,弥生時代,----,C,不明,AMS法,2210,30,----,----,-27.62,0.89,----,吉田生物研究所,不明,2006,八ノ坪遺跡出土木製品および炭化物の調査報告,34?44,----,八ノ坪遺跡Ⅰ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告1-　分析･考察･図版編,熊本市教育委員会
105,32413,43：熊本県,八ノ坪遺跡(第1調査区),熊本市南区護藤町地内,試料番号:3　SK172　FJ584　,マメもしくはドングリ子葉,T,e,弥生時代前期?中期,須玖Ⅰ式土器,C,IAAA-40824,AMS法,2260,40,----,----,----,----,-24.1,藤尾慎一郎･小林謙一,加速器分析研究所,2006,熊本市八ノ坪遺跡出土弥生土器に付着した炭化物の炭素14年代測定,45?51,----,八ノ坪遺跡Ⅰ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告1-　分析･考察･図版編,熊本市教育委員会
106,32412,43：熊本県,八ノ坪遺跡(第1調査区),熊本市南区護藤町地内,試料番号:3　SK171　FJ583　,炭化米,T,g,弥生時代前期?中期,須玖Ⅰ式古段階,C,IAAA-40823,AMS法,2390,40,----,----,----,----,-24.6,藤尾慎一郎･小林謙一,加速器分析研究所,2006,熊本市八ノ坪遺跡出土弥生土器に付着した炭化物の炭素14年代測定,45?51,----,八ノ坪遺跡Ⅰ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告1-　分析･考察･図版編,熊本市教育委員会
107,32409,43：熊本県,八ノ坪遺跡(第1調査区),熊本市南区護藤町地内,試料№:⑤炭化材(№75)　SK008下位　040205　,炭化材,T,f,弥生時代,----,C,不明,AMS法,2420,40,----,----,-27.94,1.02,----,吉田生物研究所,不明,2006,八ノ坪遺跡出土木製品および炭化物の調査報告,34?44,----,八ノ坪遺跡Ⅰ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告1-　分析･考察･図版編,熊本市教育委員会
108,32405,43：熊本県,八ノ坪遺跡(第1調査区),熊本市南区護藤町地内,試料№:①柱材　報告611　SP286,木材,T,d,弥生時代,----,C,不明,AMS法,1920,40,----,----,-26.53,0.77,----,吉田生物研究所,不明,2006,八ノ坪遺跡出土木製品および炭化物の調査報告,34?44,----,八ノ坪遺跡Ⅰ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告1-　分析･考察･図版編,熊本市教育委員会
109,32415,43：熊本県,八ノ坪遺跡(第2次調査区),熊本市南区護藤町･美登里町,№1　報告番号:710,木材,T,d,弥生時代?古墳時代,----,CD,不明,AMS法,1585,20,1583,22,-26.09,0.16,----,吉田生物研究所,不明,2008,熊本市八ノ坪遺跡第2次調査出土木製品の調査報告,303?307,----,八ノ坪遺跡Ⅳ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告4-,熊本市教育委員会
110,32416,43：熊本県,八ノ坪遺跡(第2次調査区),熊本市南区護藤町･美登里町,№3　報告番号:712,木材,T,d,弥生時代?古墳時代,----,CD,不明,AMS法,1425,20,1425,21,-26.36,0.14,----,吉田生物研究所,不明,2008,熊本市八ノ坪遺跡第2次調査出土木製品の調査報告,303?307,----,八ノ坪遺跡Ⅳ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告4-,熊本市教育委員会
111,32414,43：熊本県,八ノ坪遺跡(第2次調査区),熊本市南区護藤町･美登里町,試料名(番号):1,木柱,T,d,弥生時代?古墳時代,----,CD,不明,AMS法,1470,30,----,----,-31.04,0.55,----,吉田生物研究所,不明,2006,八ノ坪遺跡2次調査出土木製品の調査報告,143?147,----,八ノ坪遺跡Ⅱ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告2-,熊本市教育委員会
112,32418,43：熊本県,八ノ坪遺跡(第4次調査区),熊本市南区護藤町,№6　報告番号:323,木材,T,d,弥生時代?古墳時代,----,CD,不明,AMS法,1470,25,1468,25,-31.91,0.11,----,吉田生物研究所,不明,2008,熊本市八ノ坪遺跡第4次調査出土木製品の調査報告,308?316,----,八ノ坪遺跡Ⅳ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告4-,熊本市教育委員会
113,32419,43：熊本県,八ノ坪遺跡(第4次調査区),熊本市南区護藤町,№7　報告番号:324,木材,T,d,弥生時代?古墳時代,----,CD,不明,AMS法,1515,25,1516,25,-30.11,0.15,----,吉田生物研究所,不明,2008,熊本市八ノ坪遺跡第4次調査出土木製品の調査報告,308?316,----,八ノ坪遺跡Ⅳ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告4-,熊本市教育委員会
114,32417,43：熊本県,八ノ坪遺跡(第4次調査区),熊本市南区護藤町,№5　報告番号:325,木材,T,d,弥生時代?古墳時代,----,CD,不明,AMS法,1750,25,1749,25,-30.24,0.13,----,吉田生物研究所,不明,2008,熊本市八ノ坪遺跡第4次調査出土木製品の調査報告,308?316,----,八ノ坪遺跡Ⅳ　-東西屋敷地区経営体育成基盤整備事業に伴う埋蔵文化財発掘調査報告4-,熊本市教育委員会
115,32129,43：熊本県,前田遺跡,玉名市大字月田字前田,S075　床面,炭化材,T,f,弥生時代後期前半,----,C,PLD-2063,AMS法,2085,45,----,----,----,----,-27.2,山形秀樹,パレオ・ラボ,2005,放射性炭素年代測定,366?367,----,熊本県文化財調査報告　第225集　前田遺跡,熊本県教育委員会
116,32128,43：熊本県,前田遺跡,玉名市大字月田字前田,S-106 中心炉　3層,不明炭化子葉,T,g,弥生時代中期後半,----,C,PLD-2062,AMS法,2135,40,----,----,----,----,-23.2,山形秀樹,パレオ・ラボ,2005,放射性炭素年代測定,366?367,----,熊本県文化財調査報告　第225集　前田遺跡,熊本県教育委員会
117,32203,43：熊本県,北の崎遺跡,玉名市大字安楽寺字田崎,試料番号:№2　ボーリング地点2　深度2.55?2.60,土壌,T,k,縄文時代?中世,----,BCDEF,不明,AMS法,1030,40,----,----,----,----,-24.8,応用地質,不明,2011,北の崎遺跡における古環境調査について,379?398,----,熊本県文化財調査報告　第264集　北の崎遺跡･釼抜遺跡,熊本県教育委員会
118,32205,43：熊本県,北の崎遺跡,玉名市大字安楽寺字田崎,試料番号:№4　ボーリング地点2　深度3.25?3.30,土壌,T,k,縄文時代?中世,----,BCDEF,不明,AMS法,2560,40,----,----,----,----,-28.1,応用地質,不明,2011,北の崎遺跡における古環境調査について,379?398,----,熊本県文化財調査報告　第264集　北の崎遺跡･釼抜遺跡,熊本県教育委員会
119,32204,43：熊本県,北の崎遺跡,玉名市大字安楽寺字田崎,試料番号:№3　ボーリング地点2　深度2.75?2.80,土壌,T,k,縄文時代?中世,----,BCDEF,不明,AMS法,2170,40,----,----,----,----,-26.8,応用地質,不明,2011,北の崎遺跡における古環境調査について,379?398,----,熊本県文化財調査報告　第264集　北の崎遺跡･釼抜遺跡,熊本県教育委員会
120,32217,43：熊本県,北の崎遺跡,玉名市大字安楽寺字田崎,試料名:3　14号甕棺墓　Code№10328-5,炭化物,T,h,弥生時代中期,----,C,IAAA-82642,AMS法,2050,30,2045,32,-28.93,0.61,----,パリノ・サーヴェイ,加速器分析研究所,2011,北の崎遺跡における甕棺内の炭化物による放射性炭素年代測定,406?407,----,熊本県文化財調査報告　第264集　北の崎遺跡･釼抜遺跡,熊本県教育委員会
121,32216,43：熊本県,北の崎遺跡,玉名市大字安楽寺字田崎,試料名:2　10号甕棺墓　Code№10328-4,炭化物,T,h,弥生時代中期,----,C,IAAA-82641,AMS法,2040,30,2040,32,-28.76,0.63,----,パリノ・サーヴェイ,加速器分析研究所,2011,北の崎遺跡における甕棺内の炭化物による放射性炭素年代測定,406?407,----,熊本県文化財調査報告　第264集　北の崎遺跡･釼抜遺跡,熊本県教育委員会
122,32215,43：熊本県,北の崎遺跡,玉名市大字安楽寺字田崎,試料名:1　9号甕棺墓　Code№10328-3,炭化物,T,h,弥生時代中期,----,C,IAAA-82640,AMS法,2110,30,2109,33,-26.07,0.84,----,パリノ・サーヴェイ,加速器分析研究所,2011,北の崎遺跡における甕棺内の炭化物による放射性炭素年代測定,406?407,----,熊本県文化財調査報告　第264集　北の崎遺跡･釼抜遺跡,熊本県教育委員会
123,32202,43：熊本県,北の崎遺跡,玉名市大字安楽寺字田崎,試料番号:№1　ボーリング地点2　深度2.30?2.35,土壌,T,k,縄文時代?中世,----,BCDEF,不明,AMS法,820,40,----,----,----,----,-24.7,応用地質,不明,2011,北の崎遺跡における古環境調査について,379?398,----,熊本県文化財調査報告　第264集　北の崎遺跡･釼抜遺跡,熊本県教育委員会
124,32375,43：熊本県,北中島西原遺跡,上益城郡山都町北中島字古皿木,1区　SI-1-P3　覆土,炭化材(樹皮),T,f,弥生時代,----,C,IAAA-111539,AMS法,1780,20,1777,23,-24.73,0.37,----,パリノ・サーヴェイ,加速器分析研究所,2016,北中島西原遺跡出土炭化物の放射性炭素年代測定,280?289,----,熊本県文化財調査報告　第319集　北中島西原遺跡　,熊本県教育委員会
125,32374,43：熊本県,北中島西原遺跡,上益城郡山都町北中島字古皿木,1区　SI-1 炉跡②層(下),炭化材(クリ),T,f,弥生時代,----,C,IAAA-111538,AMS法,1690,20,1685,24,-25.93,0.44,----,パリノ・サーヴェイ,加速器分析研究所,2016,北中島西原遺跡出土炭化物の放射性炭素年代測定,280?289,----,熊本県文化財調査報告　第319集　北中島西原遺跡　,熊本県教育委員会
126,32242,43：熊本県,吉丸西遺跡,玉名市寺田,275SI　埋1層,炭化材(シイノキ属)中心部,T,f,縄文時代晩期初頭,黒色磨研土器様式･三万田式並行期,B,PLD-9459,AMS法,1230,25,1231,24,-27.82,0.16,----,小林紘一･丹生越子･伊藤茂･瀬谷薫･廣田正史･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2012,吉丸西遺跡の自然科学分析3,97?100,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
127,32236,43：熊本県,吉丸西遺跡,玉名市寺田,吉丸西A(S65E75) 214SK　埋5層　南東スミ,炭化材(コナラ属アカガシ亜属),T,f,縄文時代晩期,----,B,IAAA-42601,AMS法,2380,40,2380,44,-18.72,0.84,----,パリノ・サーヴェイ,加速器分析研究所,2012,吉丸西遺跡の自然科学分析2,94?96,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
128,32238,43：熊本県,吉丸西遺跡,玉名市寺田,吉丸西C区拡張区 457SX　埋土1層　南東スミ,炭化材(コナラ属コナラ亜属クヌギ節),T,f,縄文時代晩期?中世後期,----,BCDEF,IAAA-42603,AMS法,1590,80,1585,80,-27.58,1.08,----,パリノ・サーヴェイ,加速器分析研究所,2012,吉丸西遺跡の自然科学分析2,94?96,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
129,32241,43：熊本県,吉丸西遺跡,玉名市寺田,241SK(210SI内)　埋3層,炭化材(シイノキ属),T,f,縄文時代,----,B,PLD-9458,AMS法,2650,25,2649,24,-26.88,0.19,----,小林紘一･丹生越子･伊藤茂･瀬谷薫･廣田正史･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2012,吉丸西遺跡の自然科学分析3,97?100,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
130,32240,43：熊本県,吉丸西遺跡,玉名市寺田,214SK　埋5層,炭化材(シイノキ属),T,f,縄文時代晩期,----,B,PLD-9457,AMS法,2180,25,2179,26,-25.32,0.27,----,小林紘一･丹生越子･伊藤茂･瀬谷薫･廣田正史･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2012,吉丸西遺跡の自然科学分析3,97?100,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
131,32239,43：熊本県,吉丸西遺跡,玉名市寺田,214SK　埋1層　,炭化材(アカガシ亜属),T,f,縄文時代晩期,----,B,PLD-9456,AMS法,2225,25,2225,24,-27.28,0.22,----,小林紘一･丹生越子･伊藤茂･瀬谷薫･廣田正史･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2012,吉丸西遺跡の自然科学分析3,97?100,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
132,32298,43：熊本県,吉丸西遺跡,玉名市寺田,試料名:試料3　212SK　埋土9層,炭化物,T,h,古代,----,E,IAAA-110784,AMS法,1240,20,1243,23,-24.74,0.23,----,加速器分析研究所,加速器分析研究所,2014,吉丸西遺跡､寺田山口遺跡､山田松尾平遺跡における放射性炭素年代(AMS測定),191?194,----,熊本県文化財調査報告　第304集　山田松尾平遺跡(上巻)　-一般国道208号改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
133,32245,43：熊本県,吉丸西遺跡,玉名市寺田,286SBP-03,炭化材(シイノキ属),T,f,縄文時代晩期?中世後期,----,BCDEF,PLD-9462,AMS法,3240,30,3239,28,-28.13,0.16,----,小林紘一･丹生越子･伊藤茂･瀬谷薫･廣田正史･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2012,吉丸西遺跡の自然科学分析3,97?100,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
134,32244,43：熊本県,吉丸西遺跡,玉名市寺田,284SBP-01,炭化材(シイノキ属),T,f,縄文時代晩期?中世後期,----,BCDEF,PLD-9461,AMS法,2800,25,2801,27,-27.3,0.2,----,小林紘一･丹生越子･伊藤茂･瀬谷薫･廣田正史･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2012,吉丸西遺跡の自然科学分析3,97?100,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
135,32243,43：熊本県,吉丸西遺跡,玉名市寺田,373SI　埋2層,炭化材(シイノキ属),T,f,縄文時代晩期初頭,黒色磨研土器様式の古閑式以降,B,PLD-9460,AMS法,3490,30,3488,29,-26.72,0.24,----,小林紘一･丹生越子･伊藤茂･瀬谷薫･廣田正史･Zaur　Lomtatidze･Ineza　Jorjoliani･藤根久,パレオ・ラボ,2012,吉丸西遺跡の自然科学分析3,97?100,----,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
136,32234,43：熊本県,吉丸西遺跡,玉名市寺田,A(S55.E65)　293SK　埋1層　Code№9611-4,炭化材(広葉樹),T,f,縄文時代晩期,----,B,IAAA-62860,AMS法,2440,40,2436,35,-27.98,0.6,----,パリノ・サーヴェイ,加速器分析研究所,2012,吉丸西遺跡の自然科学分析1,90?93,293SKは211SKと同一である。,熊本県文化財調査報告　第275集　吉丸西遺跡　-一般国道208号(玉名バイパス)改築事業に伴う埋蔵文化財発掘調査報告-,熊本県教育委員会
137,32421,43：熊本県,吉部原遺跡,熊本市植木町今藤字吉部原543番地1他8筆,試料№:1　1区1号炉穴検出面より10㎝下,炭化材,T,f,縄文時代早期,----,B,PED-18753,AMS法,2365,20,2364,20,-25.43,0.15,----,古環境研究所,古環境研究所,2012,熊本市教育委員会:吉部原遺跡第4次発掘調査における放射性炭素年代測定,53?55,----,熊本市の文化財　第13集　吉部原遺跡Ⅱ　-(仮称)植木町今藤地区工業団地造成に伴う吉部原遺跡第3次確認調査･第4次発掘調査報告書-　,熊本市教育委員会
138,32422,43：熊本県,吉部原遺跡,熊本市植木町今藤字吉部原543番地1他8筆,試料№:2　1区5号住居跡№2坏の中,炭化材,T,f,古墳時代,須恵器壺･土師器坏,D,PED-18754,AMS法,1630,20,1631,20,-23.32,0.15,----,古環境研究所,古環境研究所,2012,熊本市教育委員会:吉部原遺跡第4次発掘調査における放射性炭素年代測定,53?55,----,熊本市の文化財　第13集　吉部原遺跡Ⅱ　-(仮称)植木町今藤地区工業団地造成に伴う吉部原遺跡第3次確認調査･第4次発掘調査報告書-　,熊本市教育委員会
139,31971,43：熊本県,吉部原遺跡,熊本市北区植木町大字今藤字吉部原535番他,試料名:№2　1号溝,炭化物,T,h,鎌倉時代･室町時代,----,F,Beta-108080,β線法,1660,70,----,----,----,----,-27.9,古環境研究所,Beta Analytic Inc.,1998,放射性炭素年代測定,28,----,植木町文化財調査報告書　第9集　吉部原遺跡　,植木町教育委員会
140,31974,43：熊本県,吉部原遺跡,熊本市北区植木町大字今藤字吉部原535番他,試料名:№5　1号住居(煙道部),炭化材(環孔材),T,f,奈良時代?平安時代,----,E,Beta-108083,AMS法,1370,50,----,----,----,----,-27.9,古環境研究所,Beta Analytic Inc.,1998,放射性炭素年代測定,28,----,植木町文化財調査報告書　第9集　吉部原遺跡　,植木町教育委員会
141,31975,43：熊本県,吉部原遺跡,熊本市北区植木町大字今藤字吉部原535番他,試料名:№6　1号住居(カマド部)　,炭化材(センダン),T,f,奈良時代?平安時代,----,E,Beta-108084,AMS法,1290,50,----,----,----,----,-26.9,古環境研究所,Beta Analytic Inc.,1998,放射性炭素年代測定,28,----,植木町文化財調査報告書　第9集　吉部原遺跡　,植木町教育委員会
142,31972,43：熊本県,吉部原遺跡,熊本市北区植木町大字今藤字吉部原535番他,試料名:№3　柱穴　,炭化物,T,h,鎌倉時代･室町時代,----,F,Beta-108081,AMS法,1370,50,----,----,----,----,-26.7,古環境研究所,Beta Analytic Inc.,1998,放射性炭素年代測定,28,----,植木町文化財調査報告書　第9集　吉部原遺跡　,植木町教育委員会
143,31970,43：熊本県,吉部原遺跡,熊本市北区植木町大字今藤字吉部原535番他,試料名:№1　2号堀2T,炭化物,T,h,鎌倉時代･室町時代,----,F,Beta-108079,AMS法,260,70,----,----,----,----,-25.8,古環境研究所,Beta Analytic Inc.,1998,放射性炭素年代測定,28,----,植木町文化財調査報告書　第9集　吉部原遺跡　,植木町教育委員会
144,32383,43：熊本県,向原遺跡,熊本市植木町大字今藤1001-2､1001-3,試料№2　P153(1号掘立柱建物),炭化物,T,h,古代,----,E,PED-15161,AMS法,1235,20,1236,19,-26.16,0.1,----,古環境研究所,古環境研究所,2011,向原遺跡における放射性炭素年代測定,91?92,----,熊本市の文化財　第3集　瓜尾遺跡･向原遺跡　道整備交付金事業町道向原?大久保線に伴う埋蔵文化財発掘調査報告書,熊本市教育委員会
145,32382,43：熊本県,向原遺跡,熊本市植木町大字今藤1001-2､1001-3,試料№1　5号土坑､№85,炭化物,T,h,古代,----,E,PED-15160,AMS法,1225,25,1223,23,-29.3,0.19,----,古環境研究所,古環境研究所,2011,向原遺跡における放射性炭素年代測定,91?92,----,熊本市の文化財　第3集　瓜尾遺跡･向原遺跡　道整備交付金事業町道向原?大久保線に伴う埋蔵文化財発掘調査報告書,熊本市教育委員会
146,31987,43：熊本県,塔ノ本遺跡,熊本市北区植木町大字轟字塔ノ本693地先,試料名:№1　3区1号土壙墓,炭化物,T,h,平安時代,9世紀後半･越州窯青磁水注,E,Beta-104019,β線法,970,50,----,----,----,----,-26.4,古環境研究所,Beta Analytic Inc.,2004,放射性炭素年代測定,267,----,植木町文化財調査報告書　第18集　塔ノ本遺跡･今古閑久保遺跡･滴水尖遺跡･轟城跡･ヲスギ遺跡　轟地区ふるさと農道緊急整備事業に伴う埋蔵文化財発掘調査報告,植木町教育委員会
147,32047,43：熊本県,境遺跡,八代市岡町小路字境,Ｃ地区　7-ホＬ-1ピット,柱根,T,d,中世?近世,土師器､須恵器、瓦質土器、青磁、白磁、近世陶磁器,FG,Ｎ-3051,β線法,520,80,----,----,----,----,----,----,社団法人日本アイソトープ協会,1980,遺物,173?174,----,熊本県文化財調査報告　第42集　境古墳群･境遺跡　,熊本県教育委員会
148,32046,43：熊本県,境遺跡,八代市岡町小路字境,Ｃ地区　7-ホＬ-10ピット,柱根,T,d,中世?近世,土師器､須恵器、瓦質土器、青磁、白磁、近世陶磁器,FG,Ｎ-3050,β線法,265,70,----,----,----,----,----,----,社団法人日本アイソトープ協会,1980,遺物,173?174,----,熊本県文化財調査報告　第42集　境古墳群･境遺跡　,熊本県教育委員会
149,32135,43：熊本県,大江遺跡群,熊本市中央区大江,試料名:№3　SB30-3A,炭化米,T,g,古代,----,E,Beta-205808,AMS法,1450,40,----,----,----,----,-23.1,古環境研究所,Beta Analytic Inc.,2006,大江遺跡群(学苑住宅)における放射性炭素年代測定,68?69,----,熊本県文化財調査報告　第231集　大江遺跡群Ⅱ　-国家公務員合同宿舎(学苑住宅)新築工事に伴う大江遺跡群の埋蔵文化財発掘調査報告-,熊本県教育委員会
150,32134,43：熊本県,大江遺跡群,熊本市中央区大江,試料名:№2　SB30-2B,炭化材(サクラ属),T,f,古代,----,E,Beta-205807,AMS法,1930,40,----,----,----,----,-26.2,古環境研究所,Beta Analytic Inc.,2006,大江遺跡群(学苑住宅)における放射性炭素年代測定,68?69,----,熊本県文化財調査報告　第231集　大江遺跡群Ⅱ　-国家公務員合同宿舎(学苑住宅)新築工事に伴う大江遺跡群の埋蔵文化財発掘調査報告-,熊本県教育委員会
151,32136,43：熊本県,大江遺跡群,熊本市中央区大江,試料名:№4　SB30-3B,炭化米,T,g,古代,----,E,Beta-205809,AMS法,1490,40,----,----,----,----,-23.3,古環境研究所,Beta Analytic Inc.,2006,大江遺跡群(学苑住宅)における放射性炭素年代測定,68?69,----,熊本県文化財調査報告　第231集　大江遺跡群Ⅱ　-国家公務員合同宿舎(学苑住宅)新築工事に伴う大江遺跡群の埋蔵文化財発掘調査報告-,熊本県教育委員会
152,32142,43：熊本県,大江遺跡群,熊本市九品寺3丁目,試料名:№6　0047Gクロボク土(2b層),堆積物,T,k,弥生時代,----,C,Beta-203366,AMS法,1960,40,----,----,----,----,-19.1,古環境研究所,Beta Analytic Inc.,2006,放射性炭素年代測定,58?59,----,熊本県文化財調査報告　第232集　大江遺跡群Ⅲ　,熊本県教育委員会
153,32138,43：熊本県,大江遺跡群,熊本市九品寺3丁目,試料名:№2　ボーリング6.1ｍ(12層),堆積物,T,k,縄文時代中期,----,B,Beta-203362,AMS法,3840,40,----,----,----,----,-23.8,古環境研究所,Beta Analytic Inc.,2006,放射性炭素年代測定,58?59,----,熊本県文化財調査報告　第232集　大江遺跡群Ⅲ　,熊本県教育委員会
154,32137,43：熊本県,大江遺跡群,熊本市九品寺3丁目,試料名:№1　ボーリング2.9ｍ(9層),堆積物,T,k,縄文時代中期,----,B,Beta-203361,AMS法,3740,40,----,----,----,----,-25,古環境研究所,Beta Analytic Inc.,2006,放射性炭素年代測定,58?59,----,熊本県文化財調査報告　第232集　大江遺跡群Ⅲ　,熊本県教育委員会
155,32133,43：熊本県,大江遺跡群,熊本市中央区大江,試料名:№1　SB30-2A,炭化材(イヌガヤ),T,f,古代,----,E,Beta-205806,AMS法,1690,40,----,----,----,----,-24.5,古環境研究所,Beta Analytic Inc.,2006,大江遺跡群(学苑住宅)における放射性炭素年代測定,68?69,----,熊本県文化財調査報告　第231集　大江遺跡群Ⅱ　-国家公務員合同宿舎(学苑住宅)新築工事に伴う大江遺跡群の埋蔵文化財発掘調査報告-,熊本県教育委員会
156,31960,43：熊本県,宮山遺跡,阿蘇市大字的石字頭無･阿阿蘇市大字的石字上濱利,5号住居址炉跡内　グリッド:H-6　C-2,炭化材(クリ:1年輪分),T,f,古墳時代初頭,----,D,PLD-8059,AMS法,1790,20,1789,19,-27.22,0.19,----,小林紘一･丹生越子･伊藤茂･廣田正史･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani･佐々木由香,パレオ・ラボ,2011,放射性炭素年代測定,118?120,----,阿蘇市文化財調査報告書　第2集　宮山遺跡Ⅱ　-市立阿蘇西小学校体育館新築工事及び進入路拡幅工事に伴う埋蔵文化財発掘調査-　附論　平原B遺跡内発見の火葬墓緊急調査,阿蘇市教育委員会
